SnapshotDate,SKU,WarehouseID,OnHandQty
07/07/2026,SKU-0037,WH-04,126
2026-08-11,SKU-0010,WH-08,54
2026-07-07,SKU-0035,WH-07,136
2026-07-28,SKU-0028,WH-02,110
2026-08-11,SKU-0033,WH-02,90
2026-08-11,SKU-0029,WH-07,181
2026-07-07,SKU-0028,WH-05,219
2026-07-28,SKU-0026,WH-06,155
2026-06-30,SKU-0015,WH-08,93
2026-06-30,SKU-0040,WH-03,126
2026-07-21,SKU-0031,WH-01,187
2026-07-21,SKU-0029,WH-05,124
2026-06-30,SKU-0040,WH-04,97
2026-08-18,SKU-0007,WH-08,162
2026-07-07,SKU-0021,WH-08,145
2026-07-07,SKU-0011,WH-01,107
2026-07-14,SKU-0017,wh-05,176
2026-08-04,SKU-0025,WH-06,228
2026-07-14,SKU-0017,WH-02,271
2026-08-18,SKU-0022,WH-03,152
2026-09-01,SKU-0005,WH-03,44
2026-07-14,SKU-0040,WH-01,94
2026-08-18,SKU-0033,WH-05,16
2026-08-04,SKU-0006,WH-02,143
2026-08-04,SKU-0023,WH-07,134
2026-07-21,SKU-0021,WH-01,117
2026-08-25,SKU-0018,WH-05,48
2026-07-21,SKU-0004,WH-01,94
07/28/2026,SKU-0034,WH-08,83
2026-08-18,SKU-0022,WH-05,157
2026-08-11,SKU-0022,WH-03,229
2026-07-21,SKU-0004,WH-03,86
2026-06-30,SKU-0001,WH-03,-20
2026-08-25,SKU-0003,WH-07,190
2026-09-01,SKU-0013,WH-02,34
2026-08-04,SKU-0008,WH-03,14
2026-07-14,SKU-0031,WH-05,88
2026-07-21,SKU-0041,WH-02,186
2026-08-25,SKU-0013,WH-04,49
2026-07-07,SKU-0006,WH-07,145
2026-08-18,SKU-0026,WH-03,201
2026-07-28,SKU-0043,WH-03,133
2026-07-28,SKU-0003,WH-02,38
04-Aug-2026,SKU-0007,WH-06,91
2026-08-18,SKU-0020,WH-08,99
2026-08-25,SKU-0028,WH-99,143
2026-09-01,SKU-0007,WH-07,0
2026-07-21,SKU-0039,WH-08,226
2026-06-30,SKU-0032,WH-03,165
2026-06-30,SKU-0039,WH-03,67
2026-08-11,SKU-0038,WH-05,157
08/04/2026,SKU-0010,WH-07,100
01-Sep-2026,SKU-0005,WH-08,140
2026-06-30,SKU-0024,WH-04,145
2026-08-04,SKU-0018,WH-05,146
2026-09-01,SKU-0003,WH-08,139
2026-07-21,SKU-0033,WH-08,141
2026-06-30,SKU-0009,WH-05,184
2026-07-28,SKU-0035,WH-04,47
2026-08-18,SKU-0006,WH-06,92
08/25/2026,SKU-0037,WH-05,240
2026-09-01,SKU-0033,WH-04,-74
2026-08-25,SKU-0020,WH-01,151
2026-08-11,SKU-0032,WH-07,103
2026-08-18,SKU-0045,WH-07,178
2026-07-14,SKU-0029,WH-08,119
2026-07-28,SKU-0001,WH-04,64
2026-08-11,SKU-0014,WH-07,147
2026-06-30,SKU-0024,WH-06,156
2026-07-28,SKU-0027,WH-05,75
2026-08-18,SKU-0040,WH-07,118
2026-08-18,SKU-0004,WH-07,64
2026-08-11,SKU-0026,WH-03,71
2026-07-21,SKU-0008,WH-07,58
2026-07-07,SKU-0007,WH-07,60
2026-07-21,SKU-0028,WH-07,121
2026-09-01,SKU-0042,WH-05,151
2026-06-30,SKU-0025,WH-02,203
2026-07-28,SKU-0015,WH-05,23
2026-07-21,SKU-0041,WH-03,143
2026-07-28,SKU-0028,WH-06,140
2026-06-30,SKU-0009,WH-07,142
08/18/2026,SKU-0001,WH-07,104
2026-08-25,SKU-0021,WH_05,163
2026-06-30,SKU-0006,WH-01,113
2026-07-07,SKU-0039,WH-06,114
2026-09-01,SKU-0041,WH-03,109
2026-07-28,SKU-0023,WH-07,122
2026-06-30,SKU-0027,WH-03,29
2026-08-11,SKU-0021,WH-07,196
2026-06-30,SKU-0010,WH-08,28
2026-08-11,SKU-0034,WH-06,132
2026-08-11,SKU-0011,WH-08,74
07/28/2026,SKU-0001,WH-08,230
2026-07-14,SKU-0002,WH-07,113
07/14/2026,SKU-0028,WH-05,138
2026-07-07,SKU-0002,WH-04,73
08/18/2026,SKU-0001,WH-03,168
2026-08-18,SKU-0026,WH-06,127
2026-08-18,SKU-0026,WH-02,104
2026-06-30,SKU-0044,WH-01,85
2026-06-30,SKU-0041,WH-06,97
2026-09-01,SKU-0041,WH-06,112
,SKU-0040,WH-01,73
2026-06-30,SKU-0002,WH-08,118
01-Sep-2026,SKU-0007,WH-08,62
2026-08-25,SKU-0015,WH-02,154
2026-08-11,SKU-0043,WH-04,57
2026-09-01,SKU-0014,WH-05,-120
2026-08-04,SKU-0011,WH-07,96
2026-08-18,SKU-0029,WH-07,87
2026-09-01,SKU-0003,WH-03,73
08/04/2026,SKU-0028,WH-05,91
2026-08-18,SKU-0017,WH-05,180
2026-08-18,SKU-0025,WH-06,234
2026-08-18,SKU-0025,WH-02,83
2026-08-04,SKU-0030,WH-03,29
2026-07-07,SKU-0030,WH-03,-95
2026-06-30,SKU-0030,WH-04,0
2026-08-18,SKU-0010,WH-08,128
2026-07-07,SKU-0023,WH-02,200
2026-07-21,SKU-0017,WH-05,145
2026-07-14,SKU-0028,WH-06,37
2026-07-21,SKU-0035,WH-06,36
,SKU-0004,WH-05,164
2026-07-07,SKU-0027,WH-02,129
2026-08-18,SKU-0038,WH-05,166
21-Jul-2026,SKU-0045,WH-08,21
2026-07-07,SKU-0033,WH-03,24
2026-07-07,SKU-0027,WH-99,213
2026-07-21,SKU-0016,WH-07,135
2026-06-30,SKU-0019,WH-03,7
2026-09-01,SKU-0014,WH-02,153
2026-08-11,SKU-0026,WH-05,155
2026-07-14,SKU-0041,WH-03,91
2026-07-21,SKU-0031,WH-06,86
2026-07-07,SKU-0029,WH-02,82
,SKU-0012,WH-08,50
2026-06-30,SKU-0010,WH-02,101
2026-07-21,SKU-0029,WH-02,108
2026-07-28,SKU-0044,WH-07,141
2026-08-18,SKU-0036,WH-09,166
21-Jul-2026,SKU-0031,WH-02,99
2026-07-28,SKU-0044,WH-05,58
2026-08-25,SKU-0011,WH-01,202
2026-08-04,SKU-0021,WH-06,122
2026-08-04,SKU-0012,WH-08,131
2026-08-04,SKU-0029,WH-08,156
2026-07-21,SKU-0040,WH-05,80
2026-08-18,SKU-0014,WH-04,29
2026-07-21,SKU-0007,WH-04,77
2026-07-28,SKU-0008,WH-05,175
2026-08-18,SKU-0032,WH-03,216
2026-07-14,SKU-0044,WH-08,-110
2026-08-11,SKU-0034,WH-08,27
2026-07-21,SKU-0012,WH-04,-5
2026-07-07,SKU-0016,WH-03,121
11-Aug-2026,SKU-0005,WH-02,-4
2026-08-04,SKU-0011,WH-05,152
2026-07-07,SKU-0018,WH-08,194
2026-08-04,SKU-0019,WH-01,170
2026-08-04,SKU-0024,WH-01,72
2026-08-11,SKU-0006,WH-03,101
2026-08-25,SKU-0002,WH-01,178
2026-08-04,SKU-0013,WH-01,112
2026-08-11,SKU-0042,WH-01,98
2026-06-30,SKU-0037,wh-01,109
2026-06-30,SKU-0015,WH-07,105
2026-08-04,SKU-0013,WH-03,207
2026-07-14,SKU-0044,WH-04,139
08/04/2026,SKU-0013,WH-07,136
2026-09-01,SKU-0015,WH-08,3
2026-08-11,SKU-0036,WH-08,173
07/07/2026,SKU-0031,WH-09,56
2026-08-04,SKU-0043,WH-08,35
2026-07-07,SKU-0023,WH-01,92
2026-08-18,SKU-0027,WH-03,161
21-Jul-2026,SKU-0043,WH-02,100
2026-09-01,SKU-0034,WH-05,31
2026-08-18,SKU-0041,WH-06,123
2026-09-01,SKU-0023,WH-06,43
2026-07-14,SKU-0029,WH-04,48
2026-06-30,SKU-0042,WH-07,56
2026-08-25,SKU-0041,WH-01,163
2026-07-28,SKU-0004,WH-08,206
2026-08-11,SKU-0023,WH-04,56
2026-09-01,SKU-0003,WH-05,164
2026-07-28,SKU-0034,WH-01,152
2026-06-30,SKU-0002,WH-04,169
2026-06-30,SKU-0019,WH-02,155
2026-08-25,SKU-0045,WH-04,-119
2026-07-21,SKU-0042,WH-01,115
2026-08-25,SKU-0002,WH-07,149
,SKU-0037, WH-01 ,41
2026-08-18,SKU-0028,WH-07,142
2026-09-01,SKU-0011,WH-02,107
2026-07-14,SKU-0020,WH-06,102
2026-08-25,SKU-0021,WH-02,49
2026-08-25,SKU-0022,WH-04,196
2026-07-14,SKU-0005,WH-99,-5
2026-08-25,SKU-0004,WH-01,89
2026-08-11,SKU-0004,WH-05,24
2026-07-07,SKU-0039,WH-03,91
2026-08-18,SKU-0041,WH-02,125
2026-09-01,SKU-0021,WH-08,89
2026-08-04,SKU-0012,WH-03,148
2026-07-14,SKU-0003,WH-01,59
2026-07-07,SKU-0001,WH-06,172
2026-06-30,SKU-0008,WH-07,63
2026-08-25,SKU-0010,WH-08,11
2026-07-14,SKU-0016,WH-01,153
2026-08-11,SKU-0019,WH-03,149
2026-06-30,SKU-0039,WH-07,131
2026-07-14,SKU-0008,WH-08,109
2026-09-01,SKU-0017,WH-06,123
2026-08-04,SKU-0040,WH-03,177
2026-07-28,SKU-0042,WH-05,70
2026-07-14,SKU-0005,WH-04,202
2026-07-14,SKU-0032,WH-08,179
2026-08-04,SKU-0012,WH-03,148
2026-09-01,SKU-0026,WH-07,118
2026-08-25,SKU-0002,WH-02,123
2026-07-21,SKU-0035,WH-04,168
2026-06-30,SKU-0004,WH-08,196
2026-09-01,SKU-0026,WH-05,113
2026-08-25,SKU-0042,WH-03,157
2026-08-18,SKU-0001,WH-01,-76
2026-07-21,SKU-0002,WH-02,170
2026-07-14,SKU-0009,WH-08,40
2026-09-01,SKU-0017,WH-04,139
2026-08-18,SKU-0006,WH-04,122
2026-07-07,SKU-0008,WH-02,81
08/04/2026,SKU-0015,WH-02,157
2026-06-30,SKU-0043,WH-02,218
2026-07-14,SKU-0035,WH-06,17
2026-08-18,SKU-0016,WH-06,175
2026-07-07,SKU-0022,wh-01,106
2026-07-07,SKU-0017,Wh-01,84
2026-06-30,SKU-0006,WH-03,124
2026-07-28,SKU-0005,WH-03,111
2026-08-25,SKU-0018,WH-07,145
2026-09-01,SKU-0019,WH-02,252
2026-06-30,SKU-0033,WH-02,112
2026-06-30,SKU-0018,WH-06,16
28-Jul-2026,SKU-0033,WH-05,2
2026-07-28,SKU-0009,WH-06,180
2026-08-18,SKU-0025,WH-03,104
2026-08-25,SKU-0027,WH-07,65
2026-08-25,SKU-0031,WH-04,123
2026-06-30,SKU-0042,WH-02,85
2026-08-25,SKU-0032,WH-03,127
2026-08-25,SKU-0028,WH-06,42
2026-06-30,SKU-0017,WH-07,115
2026-08-18,SKU-0006,WH-08,164
07/21/2026,SKU-0042,WH-04,46
2026-08-18,SKU-0011,WH-07,72
2026-08-04,SKU-0023,WH-06,202
2026-08-11,SKU-0021,WH-08,130
2026-08-04,SKU-0031,WH-03,74
,SKU-0039,WH-06,101
01-Sep-2026,SKU-0043, WH-01 ,91
2026-07-28,SKU-0003,WH-04,203
2026-06-30,SKU-0024,WH-08,112
,SKU-0016,WH-06,169
2026-08-11,SKU-0020,WH-04,112
07-Jul-2026,SKU-0019,WH-03,136
2026-07-14,SKU-0033,WH-04,250
14-Jul-2026,SKU-0002,WH-06,83
2026-07-21,SKU-0024,WH-02,17
2026-08-04,SKU-0005,WH-08,105
2026-07-28,SKU-0020,WH-01,101
2026-08-25,SKU-0001,WH-08,133
2026-06-30,SKU-0018,WH-01,137
2026-08-18,SKU-0005,WH-02,76
2026-07-21,SKU-0022,WH-02,91
2026-07-14,SKU-0032,WH-05,145
2026-08-25,SKU-0023,WH-05,215
2026-09-01,SKU-0034,WH-02,71
2026-08-18,SKU-0023,WH-06,146
2026-07-14,SKU-0001,WH-03,251
21-Jul-2026,SKU-0043,WH-09,54
2026-08-25,SKU-0014,WH-07,118
2026-07-21,SKU-0007,WH-07,22
2026-07-14,SKU-0038,WH_05,114
2026-08-25,SKU-0024,WH-01,189
2026-08-11,SKU-0001,WH-04,144
2026-08-11,SKU-0005,WH-01,183
09/01/2026,SKU-0024,WH-01,83
2026-08-11,SKU-0003,WH-07,146
2026-08-25,SKU-0006,WH-04,-2
2026-06-30,SKU-0016,WH-05,156
2026-08-18,SKU-0026,WH-08,192
2026-09-01,SKU-0032,WH-04,146
2026-08-04,SKU-0022,WH-02,152
2026-07-14,SKU-0042,WH-07,167
08/18/2026,SKU-0014,WH-07,153
2026-07-07,SKU-0021,WH-03,100
2026-07-21,SKU-0039,WH-02,79
2026-06-30,SKU-0045,WH-05,-15
2026-09-01,SKU-0007,WH-03,141
,SKU-0009,WH-08,118
2026-07-28,SKU-0030,WH-01,111
2026-08-25,SKU-0016,WH-01,352
2026-08-11,SKU-0003,WH-03,-26
2026-08-04,SKU-0022,WH-08,80
2026-07-07,SKU-0024,WH-04,218
2026-08-04,SKU-0037,WH-02,52
01-Sep-2026,SKU-0007,WH-02,119
2026-08-25,SKU-0039,WH-07,136
2026-08-11,SKU-0006,WH-05,54
2026-08-25,SKU-0038,WH-08,111
2026-09-01,SKU-0034,WH-03,157
2026-08-04,SKU-0020,WH-08,121
2026-09-01,SKU-0032,WH-07,186
2026-08-18,SKU-0039,WH-08,128
2026-08-11,SKU-0033,WH-08,126
2026-09-01,SKU-0004,WH-04,126
2026-08-04,SKU-0029,WH-04,74
2026-07-07,SKU-0013,WH-03,48
2026-08-25,SKU-0032,wh-01,138
2026-07-28,SKU-0003,WH-05,66
2026-07-28,SKU-0021,WH-08,120
2026-08-25,SKU-0031,WH-07,143
2026-07-21,SKU-0011,WH-01,122
2026-09-01,SKU-0004,WH-03,165
11-Aug-2026,SKU-0031,WH-04,90
2026-08-25,SKU-0028,WH-99,143
2026-07-14,SKU-0026,WH-02,258
2026-08-04,SKU-0017,WH-01,146
2026-07-07,SKU-0024,WH-02,138
2026-08-04,SKU-0029,WH-02,214
2026-08-11,SKU-0040,WH-04,94
2026-08-04,SKU-0013,WH-04,189
2026-07-14,SKU-0019,WH-02,161
2026-07-28,SKU-0025,WH-02,136
2026-07-28,SKU-0041,WH-06,134
2026-07-28,SKU-0041,WH-04,89
2026-07-21,SKU-0010,WH-04,124
2026-08-11,SKU-0040,WH-07,128
2026-08-04,SKU-0037,WH-07,94
2026-07-14,SKU-0018,WH-03,125
2026-08-18,SKU-0008,WH-05,63
2026-07-14,SKU-0040,WH-02,188
2026-08-04,SKU-0001,WH-05,181
2026-06-30,SKU-0040,WH-08,101
04-Aug-2026,SKU-0019,WH-08,146
2026-09-01,SKU-0012,WH-04,129
2026-09-01,SKU-0025,WH-03,222
2026-06-30,SKU-0031,WH-07,144
2026-08-25,SKU-0022,WH-03,168
2026-08-11,SKU-0026,WH-02,-2
2026-08-04,SKU-0017,WH-02,180
2026-07-07,SKU-0037,WH-06,90
2026-08-25,SKU-0032,WH-02,95
2026-08-25,SKU-0010,WH-06,120
2026-07-28,SKU-0023,WH-05,191
2026-07-14,SKU-0025,WH-02,106
2026-08-11,SKU-0014,WH-02,104
2026-08-18,SKU-0005,WH-08,92
2026-08-25,SKU-0007,WH-06,198
2026-08-11,SKU-0042,WH-02,105
2026-07-21,SKU-0022,WH-01,193
2026-08-25,SKU-0001,wh-05,99
2026-07-28,SKU-0032,WH-06,63
2026-07-14,SKU-0006,WH-02,-82
2026-08-04,SKU-0035,WH-06,161
2026-08-25,SKU-0040,WH-08,107
2026-08-18,SKU-0018,WH-02,191
2026-08-18,SKU-0018,WH-07,47
2026-07-14,SKU-0027,WH-01,155
2026-08-11,SKU-0042,WH-03,115
2026-07-21,SKU-0021,WH-08,56
2026-08-18,SKU-0023,WH-08,140
2026-08-18,SKU-0042,WH-06,137
2026-08-04,SKU-0030,WH-07,109
2026-08-04,SKU-0025,WH-08,168
2026-07-21,SKU-0023,WH-04,34
2026-08-11,SKU-0027,WH-07,87
2026-07-28,SKU-0036,WH-04,204
2026-06-30,SKU-0022,WH-08,117
2026-07-07,SKU-0002,WH-05,282
2026-07-07,SKU-0042,WH-04,189
2026-07-28,SKU-0027,WH-02,159
,SKU-0020,WH-05,176
2026-07-28,SKU-0018,WH-03,108
2026-08-18,SKU-0028,WH-01,166
2026-08-11,SKU-0034,WH-02,109
2026-07-07,SKU-0016,WH-01,107
2026-09-01,SKU-0024,WH-06,142
2026-07-28,SKU-0021,WH-06,144
2026-06-30,SKU-0022,WH-02,148
2026-06-30,SKU-0021,WH-02,107
2026-07-21,SKU-0016,wh-05,127
2026-07-28,SKU-0043,WH-04,113
2026-08-25,SKU-0007,WH-01,-74
2026-07-07,SKU-0019,WH-07,131
2026-07-21,SKU-0001,WH-01,29
2026-07-14,SKU-0004,WH-06,206
2026-08-11,SKU-0005,WH-06,117
2026-08-18,SKU-0013,WH-01,55
2026-08-18,SKU-0024,WH-08,183
2026-09-01,SKU-0015,WH-04,124
2026-07-14,SKU-0014,WH-04,200
2026-08-18,SKU-0037,WH-06,156
2026-07-07,SKU-0035,WH-06,37
2026-08-25,SKU-0034,WH-03,113
,SKU-0038,WH-05,222
2026-09-01,SKU-0035,WH-06,153
2026-08-11,SKU-0013,WH-01,7
2026-07-28,SKU-0013,WH-04,77
2026-08-11,SKU-0027,WH-02,174
2026-08-18,SKU-0015,WH-07,134
08/04/2026,SKU-0034,WH-06,175
2026-07-07,SKU-0029,WH-08,105
,SKU-0043,wh-05,75
2026-08-11,SKU-0010,WH-01,9
2026-07-07,SKU-0017,WH-02,53
2026-08-18,SKU-0016,WH-07,211
2026-08-04,SKU-0014,WH-02,173
2026-07-07,SKU-0016,WH-07,142
2026-08-11,SKU-0011,WH_05,124
2026-07-21,SKU-0042,WH-07,101
,SKU-0034,WH-04,-62
2026-09-01,SKU-0021,WH-03,63
2026-08-25,SKU-0041,WH-04,140
2026-08-25,SKU-0040,WH-03,153
2026-06-30,SKU-0034,WH-06,45
2026-08-11,SKU-0037,WH-02,61
2026-07-07,SKU-0036,WH-01,89
2026-07-28,SKU-0045,WH-04,57
2026-08-04,SKU-0031,WH-07,180
2026-08-18,SKU-0015,WH-04,101
2026-07-21,SKU-0009,WH-03,116
2026-07-21,SKU-0002,WH-08,77
2026-08-11,SKU-0029,WH-07,181
2026-07-07,SKU-0006,WH-08,266
2026-07-28,SKU-0022,WH-07,81
2026-07-21,SKU-0002,WH-04,35
2026-09-01,SKU-0041,WH-04,278
2026-07-14,SKU-0031,WH-02,51
2026-08-18,SKU-0037,WH-03,141
2026-07-14,SKU-0008,WH-06,151
2026-08-18,SKU-0043,WH-08,218
2026-07-14,SKU-0038,WH-03,120
2026-08-18,SKU-0040,WH-02,43
08/25/2026,SKU-0036,WH-03,210
2026-08-25,SKU-0036,WH-04,78
2026-07-14,SKU-0027,WH-02,115
2026-07-07,SKU-0040,WH-01,181
2026-09-01,SKU-0025,WH-02,128
2026-07-07,SKU-0008,WH-07,127
2026-06-30,SKU-0035,WH-07,175
2026-07-07,SKU-0009,WH-06,145
2026-07-14,SKU-0041,WH-09,104
2026-08-18,SKU-0011,WH-08,146
08/25/2026,SKU-0030,WH-06,98
2026-08-25,SKU-0030,WH-08,21
2026-08-04,SKU-0026,WH-01,110
2026-08-11,SKU-0028,WH-02,47
2026-08-18,SKU-0008,WH-03,194
,SKU-0044,WH-02,74
2026-09-01,SKU-0023,WH-02,97
2026-08-11,SKU-0021,WH-02,123
2026-08-04,SKU-0031,WH-06,167
2026-07-14,SKU-0045, WH-01 ,156
2026-07-07,SKU-0013,WH-04,90
2026-09-01,SKU-0015,WH-06,153
2026-07-14,SKU-0023,WH-07,147
2026-09-01,SKU-0014,WH-08,192
2026-07-14,SKU-0025,WH-08,177
2026-07-07,SKU-0042,WH-05,79
08/04/2026,SKU-0016,WH-04,38
2026-07-14,SKU-0016,WH-06,134
2026-07-21,SKU-0043,WH-08,75
2026-07-07,SKU-0042,WH-07,228
11-Aug-2026,SKU-0023,WH-03,74
2026-08-04,SKU-0043,WH-06,25
2026-08-04,SKU-0042,WH-08,89
2026-08-04,SKU-0030,WH-06,143
2026-09-01,SKU-0014,WH-01,110
2026-07-28,SKU-0019,WH-03,158
2026-08-04,SKU-0024,WH-07,108
2026-07-28,SKU-0031,WH-06,100
2026-07-21,SKU-0023,WH-08,236
2026-08-11,SKU-0007,WH-05,101
01-Sep-2026,SKU-0029,WH-05,98
2026-07-28,SKU-0013,WH-02,264
2026-06-30,SKU-0041,WH-02,29
14-Jul-2026,SKU-0042,WH-04,136
2026-08-18,SKU-0017,WH-01,161
2026-08-04,SKU-0014,WH-01,151
2026-08-11,SKU-0004,WH-02,212
2026-08-18,SKU-0010,WH-04,94
2026-07-21,SKU-0013,WH-08,93
2026-06-30,SKU-0022,WH-03,129
2026-08-11,SKU-0007,WH-04,194
2026-09-01,SKU-0007,WH-05,78
2026-08-04,SKU-0024,WH-05,190
2026-07-07,SKU-0043,WH-02,8
2026-09-01,SKU-0045,Wh-01,37
2026-08-04,SKU-0031,WH-08,226
2026-08-04,SKU-0018,WH-06,117
2026-08-25,SKU-0018,WH-04,171
2026-08-04,SKU-0028,WH-04,112
2026-08-04,SKU-0036,WH-02,173
2026-08-18,SKU-0001,WH-04,128
2026-08-04,SKU-0032,WH_05,96
2026-07-21,SKU-0016,WH-02,207
2026-07-07,SKU-0038,WH-03,135
2026-06-30,SKU-0045,WH-06,63
07/28/2026,SKU-0001,WH-05,209
2026-08-11,SKU-0037,WH-06,14
2026-07-07,SKU-0002,WH-01,51
2026-08-04,SKU-0012,wh-01,108
2026-06-30,SKU-0026,WH-05,179
2026-08-11,SKU-0039,WH-03,110
30-Jun-2026,SKU-0036,WH-07,50
2026-08-11,SKU-0020,WH-06,208
2026-08-25,SKU-0023,WH-06,150
2026-07-14,SKU-0038,WH-06,106
2026-08-25,SKU-0035,WH-04,165
30-Jun-2026,SKU-0031,WH-01,95
2026-07-21,SKU-0010,WH-05,57
2026-07-07,SKU-0002,WH-07,85
,SKU-0038,WH-02,150
2026-08-25,SKU-0010,WH-07,69
2026-07-07,SKU-0010,WH-02,138
2026-07-14,SKU-0042,WH-02,207
07/21/2026,SKU-0025,WH-01,71
2026-07-07,SKU-0036,WH-07,131
2026-08-18,SKU-0045,WH-08,176
2026-07-14,SKU-0006,WH-01,158
11-Aug-2026,SKU-0033,WH-06,84
2026-08-18,SKU-0009,WH-01,231
2026-07-28,SKU-0037,WH-07,142
2026-06-30,SKU-0028,WH-03,-2
2026-08-25,SKU-0023,WH-07,22
2026-06-30,SKU-0037,WH-05,106
2026-06-30,SKU-0001,WH-08,52
2026-08-11,SKU-0041,WH-05,113
2026-09-01,SKU-0022,WH-08,96
2026-08-18,SKU-0009,WH-05,105
2026-08-04,SKU-0043,WH-04,106
2026-09-01,SKU-0031,WH-03,64
2026-08-11,SKU-0015,WH-06,82
2026-07-21,SKU-0019,WH-06,142
14-Jul-2026,SKU-0045,WH-04,135
2026-08-25,SKU-0003,WH-05,183
2026-08-04,SKU-0016,WH-03,0
2026-08-11,SKU-0003,WH-02,180
2026-09-01,SKU-0024,WH-04,110
2026-09-01,SKU-0013,WH-06,62
2026-06-30,SKU-0044,WH-03,188
2026-08-11,SKU-0010,WH-02,29
2026-07-21,SKU-0026,WH-01,127
2026-07-28,SKU-0037,WH-01,134
2026-07-14,SKU-0043,WH-04,172
2026-07-14,SKU-0026,WH-03,140
2026-08-04,SKU-0029,WH-05,135
2026-07-14,SKU-0024,WH-05,132
2026-07-21,SKU-0041,WH-07,185
2026-08-25,SKU-0024,WH-04,109
,SKU-0010,WH-01,88
2026-07-07,SKU-0011,WH-06,62
2026-07-28,SKU-0019,WH-07,262
2026-06-30,SKU-0037,WH-04,166
2026-08-25,SKU-0043,WH-08,107
2026-07-21,SKU-0021,WH-03,99
2026-07-28,SKU-0038, WH-01 ,116
2026-07-14,SKU-0013,WH-02,168
2026-07-21,SKU-0031,WH-03,242
2026-08-18,SKU-0023,WH-01,134
08/11/2026,SKU-0027,WH-06,159
2026-06-30,SKU-0009,WH-06,137
2026-08-04,SKU-0032,WH-03,139
08/11/2026,SKU-0045,WH-04,242
2026-07-21,SKU-0033,WH-05,46
2026-07-07,SKU-0034,WH-03,188
2026-07-07,SKU-0019,WH-04,156
2026-08-25,SKU-0007,WH-03,228
2026-07-21,SKU-0005,WH-05,123
2026-08-04,SKU-0016,WH-02,145
2026-08-25,SKU-0038,WH_05,-29
2026-07-14,SKU-0005,WH-01,102
2026-07-14,SKU-0036,WH-01,97
2026-06-30,SKU-0023,WH-04,137
2026-08-04,SKU-0019,WH-04,167
2026-07-28,SKU-0039,WH-01,105
2026-07-07,SKU-0017,WH-04,130
2026-06-30,SKU-0044,WH-07,104
2026-07-14,SKU-0036,WH-05,170
2026-06-30,SKU-0044,WH-06,56
2026-08-18,SKU-0043,WH-03,127
2026-06-30,SKU-0012,WH-03,141
2026-08-04,SKU-0019,WH-02,49
2026-07-07,SKU-0039,WH-04,120
2026-07-14,SKU-0041,WH-02,206
2026-08-18,SKU-0040,WH-03,174
2026-08-18,SKU-0021,WH-02,131
07/14/2026,SKU-0004,WH-01,-3
2026-08-25,SKU-0009,WH-01,-145
2026-06-30,SKU-0034,WH-01,181
,SKU-0030,WH-01,122
2026-08-04,SKU-0023,WH-03,158
2026-08-25,SKU-0019,WH-04,124
2026-06-30,SKU-0028,WH-06,169
2026-08-04,SKU-0041,WH-03,115
2026-06-30,SKU-0014,WH-05,164
2026-07-14,SKU-0030,WH-03,70
2026-08-18,SKU-0017,WH-07,61
2026-08-18,SKU-0043,WH-01,157
2026-09-01,SKU-0019,WH-06,-8
2026-07-14,SKU-0009,WH-06,159
2026-08-11,SKU-0035,WH-08,174
2026-08-04,SKU-0009,WH-01,98
2026-07-21,SKU-0003,WH-02,182
2026-07-21,SKU-0027,WH-05,71
2026-07-28,SKU-0042,WH-07,183
2026-07-28,SKU-0032, WH-01 ,145
2026-08-25,SKU-0006,WH-06,235
2026-07-28,SKU-0042,WH-02,103
2026-07-14,SKU-0021,wh-01,119
07/07/2026,SKU-0008,WH-04,20
2026-07-07,SKU-0004,WH-01,231
2026-08-04,SKU-0019,WH-06,35
2026-09-01,SKU-0020,WH-03,229
2026-08-04,SKU-0020,WH-01,109
11-Aug-2026,SKU-0022,WH-04,60
2026-07-28,SKU-0001,WH-03,161
2026-08-04,SKU-0036,WH-06,166
2026-07-21,SKU-0014,WH-03,55
2026-07-14,SKU-0009,WH-05,143
2026-08-04,SKU-0004,WH-06,74
2026-07-14,SKU-0045,WH-06,256
08/25/2026,SKU-0039,WH-05,162
2026-07-07,SKU-0018,wh-01,-35
2026-08-18,SKU-0037,WH-02,156
2026-08-25,SKU-0026,WH-03,-72
2026-07-28,SKU-0014,WH-08,37
2026-07-07,SKU-0023,wh-05,-34
2026-07-28,SKU-0039,WH-02,120
2026-08-11,SKU-0013,WH-08,152
2026-07-21,SKU-0039,WH-06,175
2026-08-04,SKU-0022,WH-05,160
2026-07-21,SKU-0011,WH-03,66
2026-08-25,SKU-0025,WH-08,55
2026-08-25,SKU-0043,WH-03,234
2026-08-25,SKU-0034,WH-07,173
2026-07-28,SKU-0031,WH-01,77
2026-08-18,SKU-0008,WH-06,168
06/30/2026,SKU-0021,WH-06,175
2026-07-07,SKU-0043,WH-08,106
2026-07-28,SKU-0045,WH_05,146
2026-08-18,SKU-0042,WH-08,78
2026-06-30,SKU-0014,WH-08,117
2026-07-21,SKU-0018,WH-01,110
2026-08-11,SKU-0022,WH-01,132
2026-08-04,SKU-0039,WH-07,177
2026-07-21,SKU-0003,WH-08,-32
2026-07-07,SKU-0041,WH-01,201
2026-07-14,SKU-0007,WH-01,6
2026-08-04,SKU-0024,WH-02,156
2026-08-25,SKU-0036,WH-07,112
2026-07-21,SKU-0042,WH-05,158
2026-07-21,SKU-0002,WH-07,123
