OrderID,Order Date,Sku,WarehouseID,OrderedQty,Status
ORD000230,2026-07-11,SKU-0039,WH-01,46,Pending
ORD000196,2026-07-03,SKU-0001,WH-07,40,Delivered
ORD000717,2026-07-19,SKU-0039,WH-05,45,delivered
ORD000266,2026-06-26,SKU-0003,WH-01,39,pending 
ORD000563,2026-08-14,SKU-0030,WH-01,59,Delivered
ORD000658,2026-07-08,SKU-0044,WH-03,45,Shipped
ORD000017,2026-08-05,SKU-0024,WH-04,43,Cancelled
ORD000519,2026-07-27,SKU-0034,WH-03,35,Cancelled
ORD000752,2026-07-02,SKU-0026,WH-02,59,cancelled
ORD000027,2026-07-24,SKU-0039,WH-03,41,Pending
ORD000473,07/01/2026,SKU-0023,WH-07,48,Cancelled
ORD000277,2026-08-29,SKU-0041,WH-07,37,shiped
ORD000119,08/01/2026,SKU-0040,WH-04,36,Delivered
ORD000395,2026-08-25,SKU-0013,WH-08,39,cancelled
ORD000354,2026-08-21,SKU-0011,WH-04,43,pending 
ORD000228,2026-08-28,SKU-0041,WH-01,58,pending 
ORD000533,2026-07-13,SKU-0045,WH-02,35,PENDING
ORD000320,2026-07-03,SKU-0036,WH-02,45,Cancelled
ORD000169,,SKU-0017,WH-04,47,Pending
ORD000147,2026-08-15,SKU-0002,WH-01,37,cancelled
ORD000285,2026-07-26,SKU-0037,WH-04,44,Delivered
ORD000214,2026-08-01,SKU-0041,WH-01,48,Shipped
ORD000111,2026-07-29,SKU-0040,wh-05,38,Cancelled
ORD000723,2026-08-29,SKU-0039,WH-08,56,cancelled
ORD000398,2026-08-19,SKU-0001,WH-99,48,cancelled
ORD000418,2026-08-24,SKU-0010,WH-02,41,shiped
ORD000623,2026-08-28,SKU-0031,WH-07,43,Cancelled
ORD000383,2026-08-06,SKU-0004,WH-08,49,Shipped
ORD000449,2026-08-09,SKU-0010,WH-01,50,pending 
ORD000544,2026-07-29,SKU-0044,WH-01,47,Pending
ORD000739,2026-08-08,SKU-0014,WH-06,52,delivered
ORD000106,2026-07-22,SKU-0017,WH-09,42,pending 
ORD000350,2026-07-15,SKU-0015,WH-04,46,cancelled
ORD000530,2026-08-30,SKU-0042,WH-03,35,delivered
ORD000707,2026-07-12,SKU-0028,WH-03,47,pending 
ORD000389,2026-08-05,SKU-0044,WH-05,52,CANCELLED
ORD000448,07/23/2026,SKU-0032,WH-06,59,Shipped
ORD000093,03-Aug-2026,SKU-0020,WH-07,34,Delivered
ORD000259,2026-07-10,SKU-0014,WH-08,41,delivered
ORD000042,2026-07-08,SKU-0018,WH-03,44,PENDING
ORD000163,2026-07-20,SKU-0030,WH-06,44,CANCELLED
ORD000678,2026-07-22,SKU-0011,WH-02,33,shiped
ORD000170,2026-08-30,SKU-0009,WH-06,53,shiped
ORD000254,2026-08-12,SKU-0035,WH-01,42,CANCELLED
ORD000646,2026-08-06,SKU-0003,WH-06,-44,Shipped
ORD000394,2026-07-24,SKU-0027,WH-07,40,shiped
ORD000090,,SKU-0014, WH-01 ,48,Cancelled
ORD000489,2026-08-10,SKU-0037,WH-07,37,pending 
ORD000306,2026-08-06,SKU-0035,WH-02,45,Pending
ORD000035,2026-08-03,SKU-0005,WH-02,60,Delivered
ORD000611,2026-07-14,SKU-0028,WH-02,62,Delivered
ORD000726,2026-07-01,SKU-0026,WH-05,36,Pending
ORD000252,2026-08-06,SKU-0032,WH-06,43,shiped
ORD000428,2026-07-01,SKU-0017,WH-05,56,Pending
ORD000186,06-Jul-2026,SKU-0035,WH-07,47,PENDING
ORD000575,2026-08-12,SKU-0025,WH-04,49,CANCELLED
ORD000525,2026-08-16,SKU-0017,WH-05,48,Delivered
ORD000396,2026-07-02,SKU-0025,WH-04,46,shiped
ORD000378,2026-07-20,SKU-0006,wh-05,53,shiped
ORD000269,2026-09-01,SKU-0018,WH-03,36,Cancelled
ORD000355,2026-06-27,SKU-0044,WH-06,53,Delivered
ORD000353,2026-06-26,SKU-0038,WH-02,43,cancelled
ORD000518,17-Aug-2026,SKU-0039,WH-02,43,Delivered
ORD000118,2026-07-30,SKU-0017,WH-06,42,CANCELLED
ORD000438,2026-08-21,SKU-0019,WH-06,50,CANCELLED
ORD000162,2026-07-30,SKU-0015,WH-01,51,shiped
ORD000413,2026-08-31,SKU-0011,WH-05,43,Pending
ORD000591,2026-09-01,SKU-0016,WH-04,55,Shipped
ORD000667,2026-07-24,SKU-0004,WH-06,37,Pending
ORD000098,2026-07-26,SKU-0007,WH-06,45,shiped
ORD000481,2026-07-27,SKU-0016,WH-03,45,pending 
ORD000006,,SKU-0042,WH-05,48,CANCELLED
ORD000641,,SKU-0032,WH-02,,cancelled
ORD000305,2026-08-13,SKU-0031,WH-06,44,cancelled
ORD000310,2026-08-19,SKU-0015,WH-06,42,CANCELLED
ORD000615,2026-07-06,SKU-0008,WH-03,46,Cancelled
ORD000656,2026-06-26,SKU-0036,WH-04,48,pending 
ORD000229,2026-07-23,SKU-0038,WH-04,49,Cancelled
ORD000264,2026-07-11,SKU-0041,WH-05,60,shiped
ORD000368,2026-07-23,SKU-0023,WH-02,40,Shipped
ORD000532,,SKU-0041,WH-08,43,Shipped
ORD000662,2026-08-13,SKU-0034,WH-06,41,Delivered
ORD000650,08/01/2026,SKU-0019,WH-05,43,Shipped
ORD000685,21-Aug-2026,SKU-0018,WH-04,46,Cancelled
ORD000403,2026-07-22,SKU-0031,WH-01,47,PENDING
ORD000556,2026-08-28,SKU-0018,WH-07,-48,PENDING
ORD000189,2026-08-16,SKU-0028,WH-05,45,CANCELLED
ORD000332,2026-08-21,SKU-0024,WH-01,48,PENDING
ORD000303,2026-07-21,SKU-0043,WH-09,43,delivered
ORD000260,2026-08-15,SKU-0041,WH-03,56,PENDING
ORD000144,2026-09-01,SKU-0022,WH-07,43,delivered
ORD000283,2026-07-26,SKU-0041,WH-03,47,shiped
ORD000657,2026-08-17,SKU-0037,WH-07,45,delivered
ORD000011,07/02/2026,SKU-0006,WH-08,36,Shipped
ORD000625,2026-08-09,SKU-0021,WH-08,41,Cancelled
ORD000531,2026-06-26,SKU-0013,WH-06,48,Pending
ORD000469,2026-07-17,SKU-0003,WH-02,35,delivered
ORD000127,2026-06-27,SKU-0045,WH-02,39,cancelled
ORD000608,2026-08-17,SKU-0029,WH-05,51,Cancelled
ORD000057,2026-07-31,SKU-0044,WH-05,47,CANCELLED
ORD000033,2026-07-04,SKU-0016,WH-06,35,Shipped
ORD000237,2026-07-11,SKU-0028,WH-03,-57,cancelled
ORD000704,2026-06-30,SKU-0017,WH-02,47,Shipped
ORD000282,2026-06-28,SKU-0013,WH-01,45,Shipped
ORD000362,2026-08-01,SKU-0001,WH-07,48,pending 
ORD000243,2026-07-27,SKU-0002,WH-05,40,shiped
ORD000092,2026-08-05,SKU-0014,WH-03,37,Shipped
ORD000210,2026-06-27,SKU-0042,WH-03,53,PENDING
ORD000337,2026-07-04,SKU-0039,WH-03,40,PENDING
ORD000301,06/29/2026,SKU-0023,WH-02,45,PENDING
ORD000085,2026-07-11,SKU-0039,WH-07,43,Cancelled
ORD000190,15-Aug-2026,SKU-0022,WH-04,44,Pending
ORD000039,2026-07-16,SKU-0028,WH-04,50,Delivered
ORD000500,2026-08-13,SKU-0031,WH-99,41,PENDING
ORD000507,2026-07-13,SKU-0005,WH-01,51,shiped
ORD000516,2026-08-22,SKU-0045,WH-04,36,Delivered
ORD000104,2026-07-27,SKU-0042,WH-02,45,Cancelled
ORD000620,2026-06-30,SKU-0014,WH-01,37,Delivered
ORD000233,2026-07-14,SKU-0014,WH-01,48,shiped
ORD000105,2026-06-26,SKU-0030,WH-01,45,Shipped
ORD000341,2026-09-01,SKU-0037,WH-08,39,pending 
ORD000253,2026-06-30,SKU-0024,WH-03,43,PENDING
ORD000408,2026-08-17,SKU-0029,WH-04,50,Pending
ORD000422,2026-08-05,SKU-0009,WH-99,34,Pending
ORD000208,2026-07-20,SKU-0012,WH-99,,pending 
ORD000748,2026-08-30,SKU-0031,WH-06,38,pending 
ORD000753,2026-07-02,SKU-0045,WH-08,44,pending 
ORD000082,2026-07-06,SKU-0002,WH-06,38,Shipped
ORD000497,2026-07-13,SKU-0011,WH-01,40,CANCELLED
ORD000702,2026-07-23,SKU-0003,WH-06,44,cancelled
ORD000596,07/13/2026,SKU-0012,WH-04,49,Shipped
ORD000087,08/07/2026,SKU-0017,WH-01,46,Delivered
ORD000064,2026-09-01,SKU-0025,WH-01,46,Delivered
ORD000270,,SKU-0028,WH-04,35,delivered
ORD000274,2026-08-21,SKU-0022,WH-08,57,CANCELLED
ORD000756,2026-07-16,SKU-0013,WH-06,49,Shipped
ORD000682,2026-08-07,SKU-0025,WH-06,32,delivered
ORD000153,07/05/2026,SKU-0003,WH-04,42,PENDING
ORD000598,2026-08-25,SKU-0032,WH-06,43,Delivered
ORD000410,2026-07-10,SKU-0014,WH-05,44,Delivered
ORD000517,2026-06-26,SKU-0035,WH-05,40,delivered
ORD000044,,SKU-0037,WH-05,47,pending 
ORD000390,13-Aug-2026,SKU-0040,WH-07,64,Cancelled
ORD000220,2026-08-01,SKU-0001,WH-06,49,cancelled
ORD000140,2026-07-06,SKU-0031,WH-01,52,pending 
ORD000349,2026-08-24,SKU-0031,WH-06,45,shiped
ORD000357,,SKU-0018,WH-02,46,shiped
ORD000133,2026-07-03,SKU-0005,WH-08,48,delivered
ORD000261,2026-07-15,SKU-0005,WH-01,43,Delivered
ORD000278,2026-08-05,SKU-0029,WH-04,42,Shipped
ORD000079,2026-08-13,SKU-0013,WH-06,46,CANCELLED
ORD000744,2026-08-17,SKU-0045,WH-06,47,cancelled
ORD000115,2026-08-23,SKU-0036,WH-08,37,CANCELLED
ORD000627,2026-07-12,SKU-0025,WH-04,44,Pending
ORD000643,2026-06-30,SKU-0005,WH-06,50,Cancelled
ORD000380,2026-08-08,SKU-0008,WH-01,-47,Pending
ORD000711,2026-08-05,SKU-0033,WH-05,45,cancelled
ORD000184,2026-08-15,SKU-0022,WH-03,52,cancelled
ORD000605,2026-06-26,SKU-0014,WH-04,42,Pending
ORD000358,08-Aug-2026,SKU-0045,WH-07,46,Delivered
ORD000036,05-Jul-2026,SKU-0033,WH-07,44,cancelled
ORD000339,2026-07-18,SKU-0036,WH-06,41,delivered
ORD000644,2026-08-19,SKU-0016,WH-04,41,cancelled
ORD000420,2026-08-05,SKU-0013,WH-02,47,pending 
ORD000149,2026-07-03,SKU-0044,WH-02,46,pending 
ORD000009,2026-07-22,SKU-0031,WH-03,48,Cancelled
ORD000045,2026-07-26,SKU-0035,WH-05,56,Shipped
ORD000095,2026-07-26,SKU-0044,WH-01,47,pending 
ORD000691,2026-06-27,SKU-0045,WH-02,41,cancelled
ORD000664,04-Jul-2026,SKU-0034,WH-06,46,Delivered
ORD000548,2026-07-05,SKU-0001,WH_05,44,PENDING
ORD000560,2026-08-10,SKU-0017,WH-06,,shiped
ORD000298,2026-08-02,SKU-0006,WH-05,52,cancelled
ORD000290,08/12/2026,SKU-0025,WH-04,36,Pending
ORD000415,2026-07-08,SKU-0020,WH-04,,Delivered
ORD000313,2026-07-01,SKU-0043,WH-01,53,Delivered
ORD000421,2026-07-04,SKU-0017,WH-01,50,Shipped
ORD000122,2026-08-11,SKU-0020,WH-01,46,shiped
ORD000694,2026-07-07,SKU-0011,WH-05,44,shiped
ORD000746,06-Jul-2026,SKU-0029,WH-07,45,CANCELLED
ORD000361,2026-07-09,SKU-0011,WH-07,46,Shipped
ORD000336,2026-07-10,SKU-0043,WH-04,42,PENDING
ORD000135,24-Aug-2026,SKU-0011,WH-04,41,Shipped
ORD000654,2026-07-19,SKU-0012,WH-08,47,delivered
ORD000367,2026-08-07,SKU-0022,WH-04,43,cancelled
ORD000734,2026-08-26,SKU-0026,WH-05,40,cancelled
ORD000693,2026-07-15,SKU-0011,WH-08,59,delivered
ORD000619,2026-08-16,SKU-0030,WH-04,38,Cancelled
ORD000008,2026-08-13,SKU-0036,WH-06,46,shiped
ORD000097,2026-07-13,SKU-0038,WH-03,45,shiped
ORD000742,2026-07-08,SKU-0038,WH-06,55,Shipped
ORD000348,2026-08-26,SKU-0025,WH-05,32,PENDING
ORD000509,2026-07-07,SKU-0028,WH-04,48,Cancelled
ORD000729,2026-07-20,SKU-0020,WH-08,44,CANCELLED
ORD000021,2026-07-30,SKU-0014,WH-02,45,PENDING
ORD000482,2026-08-10,SKU-0039,WH-02,50,shiped
ORD000738,2026-08-16,SKU-0001,WH-03,51,pending 
ORD000405,2026-08-26,SKU-0022,WH-04,42,Pending
ORD000754,2026-07-04,SKU-0041,WH-07,45,CANCELLED
ORD000652,2026-08-04,SKU-0029,WH-04,55,delivered
ORD000478,2026-08-29,SKU-0023,WH-08,52,CANCELLED
ORD000590,2026-08-03,SKU-0029,WH-04,42,pending 
ORD000491,2026-07-05,SKU-0015,wh-01,37,pending 
ORD000046,2026-08-05,SKU-0029,WH-08,35,cancelled
ORD000364,2026-07-24,SKU-0027,WH-06,57,cancelled
ORD000296,2026-08-14,SKU-0022,WH-01,51,pending 
ORD000049,,SKU-0024,WH-04,40,Cancelled
ORD000487,2026-07-02,SKU-0015,WH-01,33,CANCELLED
ORD000224,2026-08-30,SKU-0044,WH-08,39,Shipped
ORD000219,2026-07-28,SKU-0012,WH-08,-56,PENDING
ORD000719,2026-07-14,SKU-0023,WH-02,48,Delivered
ORD000755,2026-07-13,SKU-0025,WH-03,40,PENDING
ORD000647,2026-06-30,SKU-0007,WH-06,49,PENDING
ORD000201,2026-08-30,SKU-0037,WH-04,42,Cancelled
ORD000562,08/19/2026,SKU-0037,WH-07,46,Cancelled
ORD000622,2026-07-06,SKU-0020,WH-04,48,Delivered
ORD000759,2026-08-12,SKU-0016,WH-08,37,pending 
ORD000063,2026-07-05,SKU-0037,WH-08,50,Cancelled
ORD000604,2026-07-10,SKU-0014,WH-05,48,CANCELLED
ORD000245,2026-08-24,SKU-0039,WH-01,57,Shipped
ORD000442,2026-07-27,SKU-0022,WH-99,50,pending 
ORD000670,2026-08-12,SKU-0026,WH-08,40,cancelled
ORD000574,2026-08-17,SKU-0031,WH-05,37,Delivered
ORD000000,2026-08-01,SKU-0012,WH-04,34,Cancelled
ORD000539,2026-07-01,SKU-0006,WH-03,44,PENDING
ORD000187,2026-08-15,SKU-0001,WH-07,52,pending 
ORD000406,2026-08-21,SKU-0035,WH-06,60,Shipped
ORD000148,07/11/2026,SKU-0033,WH-08,59,Shipped
ORD000026,2026-08-28,SKU-0025,WH-02,50,Pending
ORD000461,2026-07-11,SKU-0040,wh-01,38,Shipped
ORD000655,2026-07-23,SKU-0032,WH-03,47,CANCELLED
ORD000059,2026-08-08,SKU-0009,WH-03,43,Pending
ORD000326,2026-07-13,SKU-0027,WH-08,45,cancelled
ORD000424,2026-06-24,SKU-0022,WH-04,42,delivered
ORD000477,2026-08-26,SKU-0016,WH-03,51,shiped
ORD000043,07/31/2026,SKU-0020,WH-06,52,Cancelled
ORD000661,2026-07-10,SKU-0021,WH-02,47,PENDING
ORD000635,2026-08-25,SKU-0016,WH-07,46,cancelled
ORD000528,2026-08-11,SKU-0044,WH-01,49,Pending
ORD000483,2026-08-06,SKU-0018,WH-07,46,PENDING
ORD000218,2026-07-14,SKU-0029,WH-06,33,Cancelled
ORD000647,2026-06-30,SKU-0007,WH-06,49,PENDING
ORD000705,2026-08-09,SKU-0039,WH-08,45,CANCELLED
ORD000609,2026-07-05,SKU-0020,WH-07,36,Delivered
ORD000485,2026-08-01,SKU-0019,WH-01,48,Delivered
ORD000125,2026-08-30,SKU-0033,WH-02,42,Delivered
ORD000692,2026-06-28,SKU-0032,WH-04,49,delivered
ORD000061,2026-08-24,SKU-0025,WH-03,53,CANCELLED
ORD000081,2026-08-21,SKU-0007,WH-02,41,cancelled
ORD000680,2026-07-30,SKU-0018,WH-05,45,PENDING
ORD000324,2026-06-24,SKU-0023,WH-07,-42,cancelled
ORD000385,2026-07-13,SKU-0020,WH-01,39,Shipped
ORD000484,2026-08-19,SKU-0042,WH-04,44,Delivered
ORD000056,2026-06-27,SKU-0029,WH-03,49,PENDING
ORD000019,,SKU-0018,WH_05,46,PENDING
ORD000731,2026-08-26,SKU-0023,WH-01,45,PENDING
ORD000086,2026-07-23,SKU-0008,WH-06,44,Pending
ORD000649,2026-08-29,SKU-0042,WH-04,52,cancelled
ORD000316,08/19/2026,SKU-0013,WH-02,42,pending 
ORD000034,2026-08-08,SKU-0016,WH-01,46,pending 
ORD000138,2026-08-15,SKU-0022,WH-08,39,pending 
ORD000588,2026-08-03,SKU-0031,WH-06,49,Delivered
ORD000498,2026-08-25,SKU-0033,WH-03,33,pending 
ORD000538,2026-07-23,SKU-0034,WH-08,60,shiped
ORD000555,2026-07-20,SKU-0041,WH-02,45,PENDING
ORD000096,2026-07-18,SKU-0020,WH-01,39,cancelled
ORD000083,2026-09-01,SKU-0011,WH-06,36,delivered
ORD000446,2026-07-07,SKU-0027,WH-02,,Delivered
ORD000474,2026-08-12,SKU-0034,WH-03,-49,Cancelled
ORD000366,2026-07-24,SKU-0024,WH-03,46,Shipped
ORD000697,2026-07-01,SKU-0032,WH-05,50,Shipped
ORD000585,2026-08-08,SKU-0031,WH-04,40,pending 
ORD000714,2026-07-09,SKU-0006, WH-01 ,37,Pending
ORD000401,2026-08-09,SKU-0032,WH-08,48,CANCELLED
ORD000392,2026-07-27,SKU-0028,WH-04,51,delivered
ORD000715,2026-08-24,SKU-0021,WH-04,49,Cancelled
ORD000271,2026-07-18,SKU-0013,WH-03,52,Shipped
ORD000506,2026-08-13,SKU-0017,WH-03,-50,delivered
ORD000759,2026-08-12,SKU-0016,WH-08,37,pending 
ORD000434,24-Jul-2026,SKU-0028,WH-02,,shiped
ORD000648,2026-08-03,SKU-0045,WH-02,55,shiped
ORD000561,2026-07-14,SKU-0001,WH-02,35,shiped
ORD000207,2026-07-11,SKU-0005,WH-02,62,shiped
ORD000319,2026-07-18,SKU-0038,WH_05,42,Pending
ORD000132,2026-07-30,SKU-0044,WH-02,45,PENDING
ORD000050,2026-07-26,SKU-0024,WH-08,42,shiped
ORD000238,2026-07-24,SKU-0031,WH-02,48,cancelled
ORD000564,2026-06-26,SKU-0007,WH-06,52,PENDING
ORD000592,2026-07-10,SKU-0044,WH-02,49,cancelled
ORD000450,,SKU-0026,WH-02,42,Cancelled
ORD000031,27-Jun-2026,SKU-0017,WH-05,53,Delivered
ORD000121,2026-07-25,SKU-0009,WH-02,48,shiped
ORD000211,2026-08-12,SKU-0031,WH-08,43,Cancelled
ORD000351,27-Jun-2026,SKU-0016,WH-01,36,pending 
ORD000454,2026-08-24,SKU-0016,WH-07,46,Shipped
ORD000302,2026-07-05,SKU-0019,WH-04,40,CANCELLED
ORD000708,2026-06-24,SKU-0014,WH-05,46,delivered
ORD000088,2026-08-04,SKU-0024,WH-04,54,Cancelled
ORD000325,2026-09-01,SKU-0002,WH-04,43,shiped
ORD000323,2026-07-27,SKU-0024,WH-06,55,delivered
ORD000255,2026-07-18,SKU-0013,WH-08,47,Delivered
ORD000570,2026-07-23,SKU-0001,WH-01,38,Delivered
ORD000545,2026-07-17,SKU-0035,WH-08,48,cancelled
ORD000550,2026-08-15,SKU-0024,WH-02,44,PENDING
ORD000359,2026-08-28,SKU-0006,WH-08,51,PENDING
ORD000051,2026-07-20,SKU-0025,WH-07,45,PENDING
ORD000102,2026-08-22,SKU-0043,WH-03,49,Delivered
ORD000195,06/30/2026,SKU-0020,WH-07,,CANCELLED
ORD000679,2026-07-06,SKU-0010,WH-04,41,cancelled
ORD000628,2026-08-02,SKU-0043,WH-02,-57,Pending
ORD000124,2026-07-03,SKU-0026,WH-07,37,Pending
ORD000404,08/19/2026,SKU-0007,WH-01,46,pending 
ORD000730,2026-08-27,SKU-0024,WH-05,35,Delivered
ORD000287,2026-07-27,SKU-0037,WH-08,44,PENDING
ORD000047,2026-08-11,SKU-0032,WH-04,32,PENDING
ORD000725,2026-07-26,SKU-0001,WH-07,40,Delivered
ORD000587,2026-08-16,SKU-0035,WH-05,44,cancelled
ORD000607,2026-07-30,SKU-0008,WH-02,55,shiped
ORD000433,2026-06-28,SKU-0037,WH-05,37,Shipped
ORD000674,2026-07-07,SKU-0010,WH-06,38,pending 
ORD000263,2026-07-27,SKU-0031,WH-07,52,Shipped
ORD000360,08/23/2026,SKU-0001,WH-07,46,Cancelled
ORD000075,2026-07-05,SKU-0016,WH-06,39,delivered
ORD000466,2026-08-23,SKU-0002,WH-06,56,PENDING
ORD000299,2026-07-18,SKU-0026,WH-05,47,PENDING
ORD000534,2026-08-19,SKU-0011,WH-01,42,pending 
ORD000584,2026-06-25,SKU-0008,WH-04,46,Pending
ORD000493,2026-07-10,SKU-0044,WH-01,35,Pending
ORD000527,,SKU-0019,WH-03,47,Shipped
ORD000168,2026-08-29,SKU-0008,WH-03,47,cancelled
