order_id,order_date,sku,warehouse_id,ordered_qty,status
ORD000438,2026-08-21,SKU-0019,WH-06,50.0,cancelled
ORD000162,2026-07-30,SKU-0015,WH-01,51.0,shipped
ORD000413,2026-08-31,SKU-0011,WH-05,43.0,pending
ORD000591,2026-09-01,SKU-0016,WH-04,55.0,shipped
ORD000667,2026-07-24,SKU-0004,WH-06,37.0,pending
ORD000098,2026-07-26,SKU-0007,WH-06,45.0,shipped
ORD000481,2026-07-27,SKU-0016,WH-03,45.0,pending
ORD000305,2026-08-13,SKU-0031,WH-06,44.0,cancelled
ORD000310,2026-08-19,SKU-0015,WH-06,42.0,cancelled
ORD000615,2026-07-06,SKU-0008,WH-03,46.0,cancelled
ORD000656,2026-06-26,SKU-0036,WH-04,48.0,pending
ORD000229,2026-07-23,SKU-0038,WH-04,49.0,cancelled
ORD000264,2026-07-11,SKU-0041,WH-05,60.0,shipped
ORD000368,2026-07-23,SKU-0023,WH-02,40.0,shipped
ORD000662,2026-08-13,SKU-0034,WH-06,41.0,delivered
ORD000403,2026-07-22,SKU-0031,WH-01,47.0,pending
ORD000189,2026-08-16,SKU-0028,WH-05,45.0,cancelled
ORD000332,2026-08-21,SKU-0024,WH-01,48.0,pending
ORD000260,2026-08-15,SKU-0041,WH-03,56.0,pending
ORD000144,2026-09-01,SKU-0022,WH-07,43.0,delivered
ORD000283,2026-07-26,SKU-0041,WH-03,47.0,shipped
ORD000657,2026-08-17,SKU-0037,WH-07,45.0,delivered
ORD000625,2026-08-09,SKU-0021,WH-08,41.0,cancelled
ORD000531,2026-06-26,SKU-0013,WH-06,48.0,pending
ORD000469,2026-07-17,SKU-0003,WH-02,35.0,delivered
ORD000127,2026-06-27,SKU-0045,WH-02,39.0,cancelled
ORD000608,2026-08-17,SKU-0029,WH-05,51.0,cancelled
ORD000057,2026-07-31,SKU-0044,WH-05,47.0,cancelled
ORD000033,2026-07-04,SKU-0016,WH-06,35.0,shipped
ORD000704,2026-06-30,SKU-0017,WH-02,47.0,shipped
ORD000282,2026-06-28,SKU-0013,WH-01,45.0,shipped
ORD000362,2026-08-01,SKU-0001,WH-07,48.0,pending
ORD000243,2026-07-27,SKU-0002,WH-05,40.0,shipped
ORD000092,2026-08-05,SKU-0014,WH-03,37.0,shipped
ORD000210,2026-06-27,SKU-0042,WH-03,53.0,pending
ORD000337,2026-07-04,SKU-0039,WH-03,40.0,pending
ORD000085,2026-07-11,SKU-0039,WH-07,43.0,cancelled
ORD000039,2026-07-16,SKU-0028,WH-04,50.0,delivered
ORD000507,2026-07-13,SKU-0005,WH-01,51.0,shipped
ORD000516,2026-08-22,SKU-0045,WH-04,36.0,delivered
ORD000104,2026-07-27,SKU-0042,WH-02,45.0,cancelled
ORD000620,2026-06-30,SKU-0014,WH-01,37.0,delivered
ORD000233,2026-07-14,SKU-0014,WH-01,48.0,shipped
ORD000105,2026-06-26,SKU-0030,WH-01,45.0,shipped
ORD000341,2026-09-01,SKU-0037,WH-08,39.0,pending
ORD000253,2026-06-30,SKU-0024,WH-03,43.0,pending
ORD000408,2026-08-17,SKU-0029,WH-04,50.0,pending
ORD000748,2026-08-30,SKU-0031,WH-06,38.0,pending
ORD000753,2026-07-02,SKU-0045,WH-08,44.0,pending
ORD000082,2026-07-06,SKU-0002,WH-06,38.0,shipped
ORD000497,2026-07-13,SKU-0011,WH-01,40.0,cancelled
ORD000702,2026-07-23,SKU-0003,WH-06,44.0,cancelled
ORD000064,2026-09-01,SKU-0025,WH-01,46.0,delivered
ORD000274,2026-08-21,SKU-0022,WH-08,57.0,cancelled
ORD000756,2026-07-16,SKU-0013,WH-06,49.0,shipped
ORD000682,2026-08-07,SKU-0025,WH-06,32.0,delivered
ORD000598,2026-08-25,SKU-0032,WH-06,43.0,delivered
ORD000410,2026-07-10,SKU-0014,WH-05,44.0,delivered
ORD000517,2026-06-26,SKU-0035,WH-05,40.0,delivered
ORD000220,2026-08-01,SKU-0001,WH-06,49.0,cancelled
ORD000140,2026-07-06,SKU-0031,WH-01,52.0,pending
ORD000349,2026-08-24,SKU-0031,WH-06,45.0,shipped
ORD000133,2026-07-03,SKU-0005,WH-08,48.0,delivered
ORD000261,2026-07-15,SKU-0005,WH-01,43.0,delivered
ORD000278,2026-08-05,SKU-0029,WH-04,42.0,shipped
ORD000079,2026-08-13,SKU-0013,WH-06,46.0,cancelled
ORD000744,2026-08-17,SKU-0045,WH-06,47.0,cancelled
ORD000115,2026-08-23,SKU-0036,WH-08,37.0,cancelled
ORD000627,2026-07-12,SKU-0025,WH-04,44.0,pending
ORD000643,2026-06-30,SKU-0005,WH-06,50.0,cancelled
ORD000711,2026-08-05,SKU-0033,WH-05,45.0,cancelled
ORD000184,2026-08-15,SKU-0022,WH-03,52.0,cancelled
ORD000605,2026-06-26,SKU-0014,WH-04,42.0,pending
ORD000339,2026-07-18,SKU-0036,WH-06,41.0,delivered
ORD000644,2026-08-19,SKU-0016,WH-04,41.0,cancelled
ORD000420,2026-08-05,SKU-0013,WH-02,47.0,pending
ORD000149,2026-07-03,SKU-0044,WH-02,46.0,pending
ORD000009,2026-07-22,SKU-0031,WH-03,48.0,cancelled
ORD000045,2026-07-26,SKU-0035,WH-05,56.0,shipped
ORD000095,2026-07-26,SKU-0044,WH-01,47.0,pending
ORD000691,2026-06-27,SKU-0045,WH-02,41.0,cancelled
ORD000548,2026-07-05,SKU-0001,WH-05,44.0,pending
ORD000298,2026-08-02,SKU-0006,WH-05,52.0,cancelled
ORD000313,2026-07-01,SKU-0043,WH-01,53.0,delivered
ORD000421,2026-07-04,SKU-0017,WH-01,50.0,shipped
ORD000694,2026-07-07,SKU-0011,WH-05,44.0,shipped
ORD000361,2026-07-09,SKU-0011,WH-07,46.0,shipped
ORD000336,2026-07-10,SKU-0043,WH-04,42.0,pending
ORD000654,2026-07-19,SKU-0012,WH-08,47.0,delivered
ORD000367,2026-08-07,SKU-0022,WH-04,43.0,cancelled
ORD000734,2026-08-26,SKU-0026,WH-05,40.0,cancelled
ORD000693,2026-07-15,SKU-0011,WH-08,59.0,delivered
ORD000619,2026-08-16,SKU-0030,WH-04,38.0,cancelled
ORD000008,2026-08-13,SKU-0036,WH-06,46.0,shipped
ORD000097,2026-07-13,SKU-0038,WH-03,45.0,shipped
ORD000742,2026-07-08,SKU-0038,WH-06,55.0,shipped
ORD000348,2026-08-26,SKU-0025,WH-05,32.0,pending
ORD000509,2026-07-07,SKU-0028,WH-04,48.0,cancelled
ORD000729,2026-07-20,SKU-0020,WH-08,44.0,cancelled
ORD000021,2026-07-30,SKU-0014,WH-02,45.0,pending
ORD000482,2026-08-10,SKU-0039,WH-02,50.0,shipped
ORD000738,2026-08-16,SKU-0001,WH-03,51.0,pending
ORD000405,2026-08-26,SKU-0022,WH-04,42.0,pending
ORD000754,2026-07-04,SKU-0041,WH-07,45.0,cancelled
ORD000652,2026-08-04,SKU-0029,WH-04,55.0,delivered
ORD000478,2026-08-29,SKU-0023,WH-08,52.0,cancelled
ORD000590,2026-08-03,SKU-0029,WH-04,42.0,pending
ORD000491,2026-07-05,SKU-0015,WH-01,37.0,pending
ORD000046,2026-08-05,SKU-0029,WH-08,35.0,cancelled
ORD000364,2026-07-24,SKU-0027,WH-06,57.0,cancelled
ORD000296,2026-08-14,SKU-0022,WH-01,51.0,pending
ORD000487,2026-07-02,SKU-0015,WH-01,33.0,cancelled
ORD000224,2026-08-30,SKU-0044,WH-08,39.0,shipped
ORD000719,2026-07-14,SKU-0023,WH-02,48.0,delivered
ORD000755,2026-07-13,SKU-0025,WH-03,40.0,pending
ORD000647,2026-06-30,SKU-0007,WH-06,49.0,pending
ORD000201,2026-08-30,SKU-0037,WH-04,42.0,cancelled
ORD000622,2026-07-06,SKU-0020,WH-04,48.0,delivered
ORD000759,2026-08-12,SKU-0016,WH-08,37.0,pending
ORD000063,2026-07-05,SKU-0037,WH-08,50.0,cancelled
ORD000604,2026-07-10,SKU-0014,WH-05,48.0,cancelled
ORD000245,2026-08-24,SKU-0039,WH-01,57.0,shipped
ORD000670,2026-08-12,SKU-0026,WH-08,40.0,cancelled
ORD000574,2026-08-17,SKU-0031,WH-05,37.0,delivered
ORD000000,2026-08-01,SKU-0012,WH-04,34.0,cancelled
ORD000539,2026-07-01,SKU-0006,WH-03,44.0,pending
ORD000187,2026-08-15,SKU-0001,WH-07,52.0,pending
ORD000406,2026-08-21,SKU-0035,WH-06,60.0,shipped
ORD000026,2026-08-28,SKU-0025,WH-02,50.0,pending
ORD000461,2026-07-11,SKU-0040,WH-01,38.0,shipped
ORD000655,2026-07-23,SKU-0032,WH-03,47.0,cancelled
ORD000059,2026-08-08,SKU-0009,WH-03,43.0,pending
ORD000326,2026-07-13,SKU-0027,WH-08,45.0,cancelled
ORD000424,2026-06-24,SKU-0022,WH-04,42.0,delivered
ORD000477,2026-08-26,SKU-0016,WH-03,51.0,shipped
ORD000661,2026-07-10,SKU-0021,WH-02,47.0,pending
ORD000635,2026-08-25,SKU-0016,WH-07,46.0,cancelled
ORD000528,2026-08-11,SKU-0044,WH-01,49.0,pending
ORD000483,2026-08-06,SKU-0018,WH-07,46.0,pending
ORD000218,2026-07-14,SKU-0029,WH-06,33.0,cancelled
ORD000705,2026-08-09,SKU-0039,WH-08,45.0,cancelled
ORD000609,2026-07-05,SKU-0020,WH-07,36.0,delivered
ORD000485,2026-08-01,SKU-0019,WH-01,48.0,delivered
ORD000125,2026-08-30,SKU-0033,WH-02,42.0,delivered
ORD000692,2026-06-28,SKU-0032,WH-04,49.0,delivered
ORD000061,2026-08-24,SKU-0025,WH-03,53.0,cancelled
ORD000081,2026-08-21,SKU-0007,WH-02,41.0,cancelled
ORD000680,2026-07-30,SKU-0018,WH-05,45.0,pending
ORD000385,2026-07-13,SKU-0020,WH-01,39.0,shipped
ORD000056,2026-06-27,SKU-0029,WH-03,49.0,pending
ORD000731,2026-08-26,SKU-0023,WH-01,45.0,pending
ORD000086,2026-07-23,SKU-0008,WH-06,44.0,pending
ORD000649,2026-08-29,SKU-0042,WH-04,52.0,cancelled
ORD000034,2026-08-08,SKU-0016,WH-01,46.0,pending
ORD000138,2026-08-15,SKU-0022,WH-08,39.0,pending
ORD000588,2026-08-03,SKU-0031,WH-06,49.0,delivered
ORD000498,2026-08-25,SKU-0033,WH-03,33.0,pending
ORD000538,2026-07-23,SKU-0034,WH-08,60.0,shipped
ORD000555,2026-07-20,SKU-0041,WH-02,45.0,pending
ORD000096,2026-07-18,SKU-0020,WH-01,39.0,cancelled
ORD000083,2026-09-01,SKU-0011,WH-06,36.0,delivered
ORD000366,2026-07-24,SKU-0024,WH-03,46.0,shipped
ORD000697,2026-07-01,SKU-0032,WH-05,50.0,shipped
ORD000585,2026-08-08,SKU-0031,WH-04,40.0,pending
ORD000714,2026-07-09,SKU-0006,WH-01,37.0,pending
ORD000401,2026-08-09,SKU-0032,WH-08,48.0,cancelled
ORD000392,2026-07-27,SKU-0028,WH-04,51.0,delivered
ORD000715,2026-08-24,SKU-0021,WH-04,49.0,cancelled
ORD000271,2026-07-18,SKU-0013,WH-03,52.0,shipped
ORD000648,2026-08-03,SKU-0045,WH-02,55.0,shipped
ORD000561,2026-07-14,SKU-0001,WH-02,35.0,shipped
ORD000207,2026-07-11,SKU-0005,WH-02,62.0,shipped
ORD000319,2026-07-18,SKU-0038,WH-05,42.0,pending
ORD000132,2026-07-30,SKU-0044,WH-02,45.0,pending
ORD000050,2026-07-26,SKU-0024,WH-08,42.0,shipped
ORD000238,2026-07-24,SKU-0031,WH-02,48.0,cancelled
ORD000564,2026-06-26,SKU-0007,WH-06,52.0,pending
ORD000592,2026-07-10,SKU-0044,WH-02,49.0,cancelled
ORD000121,2026-07-25,SKU-0009,WH-02,48.0,shipped
ORD000211,2026-08-12,SKU-0031,WH-08,43.0,cancelled
ORD000454,2026-08-24,SKU-0016,WH-07,46.0,shipped
ORD000302,2026-07-05,SKU-0019,WH-04,40.0,cancelled
ORD000708,2026-06-24,SKU-0014,WH-05,46.0,delivered
ORD000088,2026-08-04,SKU-0024,WH-04,54.0,cancelled
ORD000325,2026-09-01,SKU-0002,WH-04,43.0,shipped
ORD000323,2026-07-27,SKU-0024,WH-06,55.0,delivered
ORD000255,2026-07-18,SKU-0013,WH-08,47.0,delivered
ORD000570,2026-07-23,SKU-0001,WH-01,38.0,delivered
ORD000545,2026-07-17,SKU-0035,WH-08,48.0,cancelled
ORD000550,2026-08-15,SKU-0024,WH-02,44.0,pending
ORD000359,2026-08-28,SKU-0006,WH-08,51.0,pending
ORD000051,2026-07-20,SKU-0025,WH-07,45.0,pending
ORD000102,2026-08-22,SKU-0043,WH-03,49.0,delivered
ORD000679,2026-07-06,SKU-0010,WH-04,41.0,cancelled
ORD000124,2026-07-03,SKU-0026,WH-07,37.0,pending
ORD000730,2026-08-27,SKU-0024,WH-05,35.0,delivered
ORD000287,2026-07-27,SKU-0037,WH-08,44.0,pending
ORD000047,2026-08-11,SKU-0032,WH-04,32.0,pending
ORD000725,2026-07-26,SKU-0001,WH-07,40.0,delivered
ORD000587,2026-08-16,SKU-0035,WH-05,44.0,cancelled
ORD000607,2026-07-30,SKU-0008,WH-02,55.0,shipped
ORD000433,2026-06-28,SKU-0037,WH-05,37.0,shipped
ORD000674,2026-07-07,SKU-0010,WH-06,38.0,pending
ORD000263,2026-07-27,SKU-0031,WH-07,52.0,shipped
ORD000075,2026-07-05,SKU-0016,WH-06,39.0,delivered
ORD000466,2026-08-23,SKU-0002,WH-06,56.0,pending
ORD000299,2026-07-18,SKU-0026,WH-05,47.0,pending
ORD000534,2026-08-19,SKU-0011,WH-01,42.0,pending
ORD000584,2026-06-25,SKU-0008,WH-04,46.0,pending
ORD000493,2026-07-10,SKU-0044,WH-01,35.0,pending
ORD000168,2026-08-29,SKU-0008,WH-03,47.0,cancelled
