sku,warehouse_id,last_inventory_date,on_hand_qty,recent_sales_qty,last_sale_date,recent_orders_qty,last_order_date,warehouse_name,city,region,flag_stockout_risk,flag_excess_inventory,flag_order_backlog,flag_dead_stock
SKU-0042,WH-04,2026-09-01,119,130.0,2026-08-22,96.0,2026-08-19,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0028,WH-03,2026-09-01,68,14.0,2026-08-07,31.0,2026-08-05,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0041,WH-07,2026-09-01,123,26.0,2026-08-30,37.0,2026-08-29,Metro DC,Isfahan,Central,False,True,False,False
SKU-0035,WH-04,2026-09-01,79,36.0,2026-08-24,50.0,2026-08-29,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0027,WH-04,2026-09-01,80,17.0,2026-08-19,0.0,,West Hub,Ahvaz,Southwest,False,True,False,False
SKU-0041,WH-08,2026-09-01,69,83.0,2026-08-26,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0030,WH-02,2026-09-01,79,31.0,2026-08-21,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0029,WH-04,2026-09-01,86,54.0,2026-08-30,189.0,2026-08-17,West Hub,Ahvaz,Southwest,False,False,True,False
SKU-0040,WH-06,2026-09-01,133,0.0,,54.0,2026-08-09,Coastal Hub,Bandar Abbas,South,False,False,False,True
SKU-0028,WH-01,2026-09-01,111,91.0,2026-08-27,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0003,WH-06,2026-09-01,73,35.0,2026-08-13,46.0,2026-08-12,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0045,WH-03,2026-09-01,63,47.0,2026-08-26,50.0,2026-08-04,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0020,WH-05,2026-09-01,54,18.0,2026-08-08,42.0,2026-08-02,Central DC,Tehran,Central,False,False,False,False
SKU-0015,WH-05,2026-09-01,169,37.0,2026-08-26,36.0,2026-08-25,Central DC,Tehran,Central,False,True,False,False
SKU-0008,WH-04,2026-09-01,94,67.0,2026-08-25,53.0,2026-08-26,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0022,WH-03,2026-09-01,205,15.0,2026-09-01,50.0,2026-08-07,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0020,WH-02,2026-09-01,154,11.0,2026-08-02,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0027,WH-01,2026-09-01,99,77.0,2026-09-01,82.0,2026-08-13,North DC,Tabriz,Northwest,False,False,False,False
SKU-0017,WH-08,2026-09-01,147,25.0,2026-08-02,42.0,2026-08-21,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0019,WH-03,2026-09-01,67,15.0,2026-08-08,42.0,2026-08-08,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0036,WH-01,2026-09-01,97,0.0,,0.0,,North DC,Tabriz,Northwest,False,False,False,True
SKU-0020,WH-04,2026-09-01,141,111.0,2026-09-01,38.0,2026-08-27,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0016,WH-07,2026-09-01,110,26.0,2026-08-16,46.0,2026-08-24,Metro DC,Isfahan,Central,False,True,False,False
SKU-0032,WH-01,2026-09-01,30,34.0,2026-08-28,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0001,WH-04,2026-09-01,159,0.0,,0.0,,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0013,WH-08,2026-09-01,43,34.0,2026-08-15,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0041,WH-02,2026-09-01,18,59.0,2026-08-28,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0017,WH-05,2026-09-01,86,20.0,2026-08-06,48.0,2026-08-16,Central DC,Tehran,Central,False,True,False,False
SKU-0005,WH-04,2026-09-01,127,0.0,,0.0,,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0016,WH-04,2026-09-01,207,0.0,,55.0,2026-09-01,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0027,WH-07,2026-09-01,214,36.0,2026-08-24,0.0,,Metro DC,Isfahan,Central,False,True,False,False
SKU-0021,WH-01,2026-09-01,45,48.0,2026-08-16,47.0,2026-08-23,North DC,Tabriz,Northwest,False,False,True,False
SKU-0024,WH-05,2026-09-01,75,20.0,2026-08-16,35.0,2026-08-27,Central DC,Tehran,Central,False,False,False,False
SKU-0013,WH-01,2026-09-01,88,79.0,2026-08-24,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0024,WH-03,2026-09-01,86,66.0,2026-08-28,0.0,,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0045,WH-05,2026-09-01,198,23.0,2026-08-20,76.0,2026-08-14,Central DC,Tehran,Central,False,True,False,False
SKU-0011,WH-05,2026-09-01,96,19.0,2026-08-19,43.0,2026-08-31,Central DC,Tehran,Central,False,True,False,False
SKU-0006,WH-06,2026-09-01,134,60.0,2026-09-01,45.0,2026-08-15,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0009,WH-07,2026-09-01,97,73.0,2026-08-30,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0043,WH-06,2026-09-01,126,18.0,2026-08-10,0.0,,Coastal Hub,Bandar Abbas,South,False,True,False,False
SKU-0007,WH-01,2026-09-01,149,41.0,2026-08-13,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0014,WH-07,2026-09-01,60,20.0,2026-08-12,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0040,WH-03,2026-09-01,53,51.0,2026-08-23,0.0,,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0026,WH-02,2026-09-01,93,19.0,2026-08-15,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0023,WH-06,2026-09-01,43,64.0,2026-08-18,0.0,,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0036,WH-04,2026-09-01,130,65.0,2026-08-17,35.0,2026-08-21,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0023,WH-07,2026-09-01,25,28.0,2026-08-29,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0039,WH-04,2026-09-01,141,21.0,2026-08-18,59.0,2026-08-28,West Hub,Ahvaz,Southwest,False,True,False,False
SKU-0038,WH-04,2026-09-01,31,10.0,2026-08-22,45.0,2026-08-10,West Hub,Ahvaz,Southwest,False,False,True,False
SKU-0038,WH-01,2026-09-01,240,93.0,2026-09-01,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0012,WH-06,2026-09-01,75,16.0,2026-08-22,54.0,2026-08-02,Coastal Hub,Bandar Abbas,South,False,True,False,False
SKU-0033,WH-07,2026-09-01,90,36.0,2026-08-18,47.0,2026-08-22,Metro DC,Isfahan,Central,False,False,False,False
SKU-0004,WH-02,2026-09-01,135,35.0,2026-08-08,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0003,WH-07,2026-09-01,206,34.0,2026-08-27,0.0,,Metro DC,Isfahan,Central,False,True,False,False
SKU-0013,WH-07,2026-09-01,60,0.0,,0.0,,Metro DC,Isfahan,Central,False,False,False,True
SKU-0040,WH-07,2026-09-01,99,42.0,2026-08-28,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0028,WH-04,2026-09-01,88,16.0,2026-08-23,95.0,2026-08-17,West Hub,Ahvaz,Southwest,False,True,True,False
SKU-0045,WH-04,2026-09-01,62,0.0,,36.0,2026-08-22,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0009,WH-01,2026-09-01,95,0.0,,0.0,,North DC,Tabriz,Northwest,False,False,False,True
SKU-0004,WH-07,2026-09-01,101,21.0,2026-08-29,0.0,,Metro DC,Isfahan,Central,False,True,False,False
SKU-0042,WH-02,2026-09-01,181,40.0,2026-08-29,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0023,WH-05,2026-09-01,147,0.0,,0.0,,Central DC,Tehran,Central,False,False,False,True
SKU-0004,WH-06,2026-09-01,121,32.0,2026-08-30,0.0,,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0011,WH-04,2026-09-01,148,34.0,2026-08-23,43.0,2026-08-21,West Hub,Ahvaz,Southwest,False,True,False,False
SKU-0018,WH-08,2026-09-01,72,27.0,2026-08-27,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0001,WH-05,2026-09-01,37,58.0,2026-08-17,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0023,WH-04,2026-09-01,133,0.0,,0.0,,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0040,WH-08,2026-09-01,106,28.0,2026-08-18,51.0,2026-08-02,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0043,WH-03,2026-09-01,195,15.0,2026-08-19,99.0,2026-08-22,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0044,WH-06,2026-09-01,72,14.0,2026-08-18,0.0,,Coastal Hub,Bandar Abbas,South,False,True,False,False
SKU-0040,WH-01,2026-09-01,111,53.0,2026-08-18,51.0,2026-08-13,North DC,Tabriz,Northwest,False,False,False,False
SKU-0021,WH-07,2026-09-01,154,75.0,2026-08-29,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0006,WH-04,2026-09-01,59,35.0,2026-08-30,0.0,,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0011,WH-08,2026-09-01,209,16.0,2026-08-14,0.0,,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0009,WH-04,2026-09-01,124,20.0,2026-08-22,0.0,,West Hub,Ahvaz,Southwest,False,True,False,False
SKU-0006,WH-05,2026-09-01,128,48.0,2026-08-30,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0033,WH-08,2026-09-01,186,19.0,2026-08-06,47.0,2026-08-26,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0006,WH-03,2026-09-01,112,44.0,2026-08-20,85.0,2026-08-31,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0015,WH-02,2026-09-01,141,23.0,2026-08-21,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0038,WH-06,2026-09-01,223,19.0,2026-08-30,0.0,,Coastal Hub,Bandar Abbas,South,False,True,False,False
SKU-0018,WH-02,2026-09-01,171,56.0,2026-08-07,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0010,WH-01,2026-09-01,178,40.0,2026-08-27,50.0,2026-08-09,North DC,Tabriz,Northwest,False,True,False,False
SKU-0024,WH-04,2026-09-01,110,17.0,2026-08-02,0.0,,West Hub,Ahvaz,Southwest,False,True,False,False
SKU-0032,WH-03,2026-09-01,94,15.0,2026-08-09,41.0,2026-08-21,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0042,WH-08,2026-09-01,225,57.0,2026-08-23,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0037,WH-02,2026-09-01,152,68.0,2026-08-29,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0019,WH-05,2026-09-01,169,18.0,2026-08-26,0.0,,Central DC,Tehran,Central,False,True,False,False
SKU-0019,WH-08,2026-09-01,109,41.0,2026-08-24,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0028,WH-07,2026-09-01,153,22.0,2026-08-09,60.0,2026-08-19,Metro DC,Isfahan,Central,False,True,False,False
SKU-0022,WH-05,2026-09-01,134,25.0,2026-08-23,0.0,,Central DC,Tehran,Central,False,True,False,False
SKU-0010,WH-05,2026-09-01,73,37.0,2026-08-25,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0009,WH-08,2026-09-01,56,15.0,2026-08-29,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0031,WH-02,2026-09-01,54,15.0,2026-08-11,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0002,WH-07,2026-09-01,81,52.0,2026-08-15,29.0,2026-08-28,Metro DC,Isfahan,Central,False,False,False,False
SKU-0022,WH-02,2026-09-01,145,27.0,2026-08-20,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0018,WH-05,2026-09-01,106,54.0,2026-08-30,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0043,WH-04,2026-09-01,127,0.0,,43.0,2026-08-07,West Hub,Ahvaz,Southwest,False,False,False,True
SKU-0023,WH-03,2026-09-01,112,38.0,2026-08-05,0.0,,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0003,WH-01,2026-09-01,131,52.0,2026-08-27,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0013,WH-03,2026-09-01,40,19.0,2026-08-27,0.0,,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0012,WH-03,2026-09-01,145,20.0,2026-08-05,45.0,2026-08-10,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0037,WH-08,2026-09-01,102,14.0,2026-08-02,39.0,2026-09-01,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0045,WH-02,2026-09-01,49,17.0,2026-08-24,55.0,2026-08-03,South DC,Shiraz,South,False,False,True,False
SKU-0014,WH-01,2026-09-01,110,39.0,2026-08-28,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0011,WH-06,2026-09-01,102,36.0,2026-08-12,87.0,2026-09-01,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0014,WH-08,2026-09-01,192,33.0,2026-08-29,0.0,,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0015,WH-06,2026-09-01,153,45.0,2026-08-31,44.0,2026-08-16,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0012,WH-05,2026-09-01,138,0.0,,0.0,,Central DC,Tehran,Central,False,False,False,True
SKU-0042,WH-03,2026-09-01,171,44.0,2026-08-18,35.0,2026-08-30,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0007,WH-05,2026-09-01,78,56.0,2026-08-31,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0009,WH-03,2026-09-01,56,41.0,2026-08-09,43.0,2026-08-08,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0032,WH-06,2026-09-01,153,66.0,2026-09-01,86.0,2026-08-25,Coastal Hub,Bandar Abbas,South,False,False,False,False
SKU-0024,WH-08,2026-09-01,165,71.0,2026-08-28,0.0,,Border Hub,Zahedan,Southeast,False,False,False,False
SKU-0002,WH-05,2026-09-01,105,79.0,2026-08-31,38.0,2026-08-11,Central DC,Tehran,Central,False,False,False,False
SKU-0043,WH-07,2026-09-01,83,0.0,,0.0,,Metro DC,Isfahan,Central,False,False,False,True
SKU-0044,WH-08,2026-09-01,113,17.0,2026-08-12,91.0,2026-08-30,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0034,WH-08,2026-09-01,99,0.0,,0.0,,Border Hub,Zahedan,Southeast,False,False,False,True
SKU-0018,WH-04,2026-09-01,125,55.0,2026-08-29,0.0,,West Hub,Ahvaz,Southwest,False,False,False,False
SKU-0045,WH-01,2026-09-01,37,66.0,2026-08-18,0.0,,North DC,Tabriz,Northwest,False,False,False,False
SKU-0025,WH-07,2026-09-01,164,0.0,,0.0,,Metro DC,Isfahan,Central,False,False,False,True
SKU-0020,WH-01,2026-09-01,23,22.0,2026-08-29,85.0,2026-08-18,North DC,Tabriz,Northwest,False,False,True,False
SKU-0006,WH-02,2026-09-01,145,80.0,2026-08-29,45.0,2026-08-11,South DC,Shiraz,South,False,False,False,False
SKU-0020,WH-03,2026-09-01,229,85.0,2026-09-01,33.0,2026-08-13,East Hub,Mashhad,Northeast,False,False,False,False
SKU-0034,WH-07,2026-09-01,44,19.0,2026-08-06,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0031,WH-07,2026-09-01,24,36.0,2026-08-09,0.0,,Metro DC,Isfahan,Central,False,False,False,False
SKU-0038,WH-05,2026-09-01,160,63.0,2026-08-24,0.0,,Central DC,Tehran,Central,False,False,False,False
SKU-0010,WH-08,2026-09-01,146,21.0,2026-08-14,0.0,,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0016,WH-05,2026-09-01,242,33.0,2026-08-21,0.0,,Central DC,Tehran,Central,False,True,False,False
SKU-0042,WH-01,2026-09-01,112,18.0,2026-08-09,0.0,,North DC,Tabriz,Northwest,False,True,False,False
SKU-0013,WH-06,2026-09-01,62,13.0,2026-08-03,0.0,,Coastal Hub,Bandar Abbas,South,False,True,False,False
SKU-0031,WH-03,2026-09-01,64,0.0,,0.0,,East Hub,Mashhad,Northeast,False,False,False,True
SKU-0027,WH-03,2026-09-01,90,16.0,2026-09-01,0.0,,East Hub,Mashhad,Northeast,False,True,False,False
SKU-0022,WH-08,2026-09-01,96,14.0,2026-08-21,39.0,2026-08-15,Border Hub,Zahedan,Southeast,False,True,False,False
SKU-0032,WH-02,2026-09-01,129,55.0,2026-08-20,0.0,,South DC,Shiraz,South,False,False,False,False
SKU-0021,WH-02,2026-09-01,82,14.0,2026-08-02,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0011,WH-03,2026-09-01,176,0.0,,33.0,2026-08-31,East Hub,Mashhad,Northeast,False,False,False,True
SKU-0036,WH-02,2026-09-01,115,17.0,2026-08-05,0.0,,South DC,Shiraz,South,False,True,False,False
SKU-0022,WH-07,2026-09-01,126,49.0,2026-09-01,88.0,2026-09-01,Metro DC,Isfahan,Central,False,False,False,False
